Rk,Player,Tm,2024-25,2025-26,2026-27,2027-28,2028-29,2029-30,Guaranteed,Salary Count,Average Salary
328,Julian Strawther,DEN,"$2,552,520","$2,674,200","$4,826,931",,,,5226720,3,1742240.0
329,Terrence Shannon Jr.,MIN,"$2,546,640","$2,674,080","$2,801,640","$5,054,159",,,5220720,4,1305180.0
330,Wendell Moore Jr.,DET,"$2,537,040",,,,,,2537040,1,2537040.0
331,Kobe Brown,LAC,"$2,533,920","$2,654,880","$4,792,059",,,,5188800,3,1729600.0
332,Ryan Dunn,PHO,"$2,530,800","$2,657,760","$2,784,240","$5,025,553",,,5188560,4,1297140.0
333,Isaiah Collier,UTA,"$2,512,680","$2,638,200","$2,763,960","$4,988,948",,,5150880,4,1287720.0
334,Baylor Scheierman,BOS,"$2,494,320","$2,619,000","$2,744,040","$4,952,993",,,10191353,4,2547838.25
335,Paul Reed,DET,"$3,913,234",,,,,,3913234,1,3913234.0
336,Nikola Jović,MIA,"$2,464,200","$4,445,417",,,,,6909617,2,3454808.5
337,Cam Reddish,LAL,"$2,463,946",,,,,,2463946,1,2463946.0
338,Jaxson Hayes,LAL,"$2,463,946",,,,,,2463946,1,2463946.0
339,Patrick Baldwin Jr.,SAS,"$2,448,840",,,,,,2448840,1,2448840.0
340,DaQuan Jeffries,CHO,"$2,425,404","$2,743,776","$3,080,918",,,,2425404,3,808468.0
341,Peyton Watson,DEN,"$2,413,560","$4,356,476",,,,,6770036,2,3385018.0
342,Russell Westbrook,UTA,"$5,631,296","$3,468,960",,,,,2327525,2,1163762.5
343,Charlie Brown Jr.,CHO,"$2,237,692",,,,,,2237692,1,2237692.0
344,Xavier Tillman Sr.,BOS,"$2,237,691","$2,546,675",,,,,4784366,2,2392183.0
345,Anthony Gill,WAS,"$2,237,691","$2,546,675",,,,,2237691,2,1118845.5
346,James Wiseman,TOR,"$2,237,691",,,,,,2237691,1,2237691.0
347,Kevin Porter Jr.,MIL,"$3,237,691","$2,546,675",,,,,2237691,2,1118845.5
348,Garrison Mathews,ATL,"$2,230,253",,,,,,2230253,1,2230253.0
349,JaVale McGee,DAL,"$2,208,856","$2,208,856","$2,208,856","$2,208,856",,,8835424,4,2208856.0
350,Jeremiah Robinson-Earl,NOP,"$2,196,970",,,,,,2196970,1,2196970.0
351,Lindy Waters III,DET,"$2,196,970",,,,,,2196970,1,2196970.0
352,Dalano Banton,POR,"$2,196,970",,,,,,2019706,1,2019706.0
353,Sam Merrill,CLE,"$2,164,993",,,,,,2164993,1,2164993.0
354,Duane Washington Jr.,CHO,"$2,162,607",,,,,,2162607,1,2162607.0
355,Luka Garza,MIN,"$2,162,606","$2,349,578",,,,,2162606,2,1081303.0
356,Keon Johnson,BRK,"$2,162,606","$2,349,578",,,,,2162606,2,1081303.0
357,Neemias Queta,BOS,"$2,162,606","$2,349,578","$2,667,944",,,,2162606,3,720868.6666666666
358,Vit Krejci,ATL,"$2,162,606","$2,349,578","$2,667,944","$3,005,085",,,2162606,4,540651.5
359,Vince Williams Jr.,MEM,"$2,120,693","$2,301,587","$2,489,752",,,,4422280,3,1474093.3333333333
360,Colby Jones,WAS,"$2,120,693","$2,221,677","$2,406,205",,,,2120693,3,706897.6666666666
361,Keon Ellis,SAC,"$2,120,693","$2,301,587",,,,,2120693,2,1060346.5
362,A.J. Green,MIL,"$2,120,693","$2,301,587",,,,,2120693,2,1060346.5
363,Sam Hauser,BOS,"$2,092,344","$10,044,644","$10,848,215","$11,651,785","$12,455,356",,47092344,5,9418468.8
364,Jericho Sims,MIL,"$2,092,344",,,,,,2092344,1,2092344.0
365,Jay Huff,MEM,"$2,088,033","$2,349,578","$2,667,944","$3,005,085",,,4437611,4,1109402.75
366,Tyler Kolek,NYK,"$2,087,519","$2,191,897","$2,296,271","$2,486,995",,,6575687,4,1643921.75
367,Scotty Pippen Jr.,MEM,"$2,087,519","$2,270,735","$2,461,462","$2,789,215",,,4358254,4,1089563.5
368,Reggie Jackson,WAS,"$4,033,748",,,,,,2087519,1,2087519.0
369,Alex Len,WAS,"$2,831,348",,,,,,2087519,1,2087519.0
370,Mo Bamba,UTA,"$2,087,519",,,,,,2087519,1,2087519.0
371,Garrett Temple,TOR,"$2,087,519",,,,,,2087519,1,2087519.0
372,Charles Bassey,SAS,"$2,087,519","$2,500,000",,,,,2087519,2,1043759.5
373,Jordan McLaughlin,SAS,"$2,087,519",,,,,,2087519,1,2087519.0
374,Sandro Mamukelashvili,SAS,"$2,087,519",,,,,,2087519,1,2087519.0
375,Doug McDermott,SAC,"$2,087,519",,,,,,2087519,1,2087519.0
376,Tyus Jones,PHO,"$2,087,519",,,,,,2087519,1,2087519.0
377,Bol Bol,PHO,"$2,087,519",,,,,,2087519,1,2087519.0
378,Monte Morris,PHO,"$2,087,519",,,,,,2087519,1,2087519.0
379,Mason Plumlee,PHO,"$2,087,519",,,,,,2087519,1,2087519.0
380,Damion Lee,PHO,"$2,087,519",,,,,,2087519,1,2087519.0
381,Guerschon Yabusele,PHI,"$2,087,519",,,,,,2087519,1,2087519.0
382,Kyle Lowry,PHI,"$2,087,519",,,,,,2087519,1,2087519.0
383,Daniel Theis,OKC,"$2,087,519",,,,,,2087519,1,2087519.0
384,Cameron Payne,NYK,"$2,087,519",,,,,,2087519,1,2087519.0
385,Delon Wright,NYK,"$2,087,519",,,,,,2087519,1,2087519.0
386,Joe Ingles,MIN,"$2,087,519",,,,,,2087519,1,2087519.0
387,Gary Trent Jr.,MIL,"$2,087,519",,,,,,2087519,1,2087519.0
388,Taurean Prince,MIL,"$2,087,519",,,,,,2087519,1,2087519.0
389,Alec Burks,MIA,"$2,087,519",,,,,,2087519,1,2087519.0
390,Markieff Morris,LAL,"$2,087,519",,,,,,2087519,1,2087519.0
391,Patty Mills,LAC,"$2,087,519",,,,,,2087519,1,2087519.0
392,James Johnson,IND,"$2,087,519",,,,,,2087519,1,2087519.0
393,Thomas Bryant,IND,"$2,087,519",,,,,,2087519,1,2087519.0
394,DeAndre Jordan,DEN,"$2,087,519",,,,,,2087519,1,2087519.0
395,Vlatko Čančar,DEN,"$2,087,519",,,,,,2087519,1,2087519.0
396,Spencer Dinwiddie,DAL,"$2,087,519",,,,,,2087519,1,2087519.0
397,Tristan Thompson,CLE,"$2,087,519",,,,,,2087519,1,2087519.0
398,Seth Curry,CHO,"$2,087,519",,,,,,2087519,1,2087519.0
399,Taj Gibson,CHO,"$2,087,519",,,,,,2087519,1,2087519.0
400,Talen Horton-Tucker,CHI,"$2,087,519",,,,,,2087519,1,2087519.0
401,Luke Kornet,BOS,"$2,087,519",,,,,,2087519,1,2087519.0
402,Duop Reath,POR,"$2,048,780","$2,221,677",,,,,2048780,2,1024390.0
403,Andrew Nembhard,IND,"$2,019,699","$18,102,000","$19,550,160","$20,998,320",,,60670179,4,15167544.75
404,Jaden Hardy,DAL,"$2,019,699","$6,000,000","$6,000,000","$6,000,000",,,14019699,4,3504924.75
405,Jabari Walker,POR,"$2,019,699",,,,,,2019699,1,2019699.0
406,Caleb Houstan,ORL,"$2,019,699","$2,187,699",,,,,2019699,2,1009849.5
407,Jaylin Williams,OKC,"$2,019,699","$2,187,451",,,,,2019699,2,1009849.5
408,Josh Minott,MIN,"$2,019,699","$2,187,451",,,,,2019699,2,1009849.5
409,Kennedy Chandler,MEM,"$2,019,699",,,,,,2019699,1,2019699.0
410,Jose Alvarado,NOP,"$1,988,598","$4,500,000","$4,500,000",,,,6488598,3,2162866.0
411,Reggie Jackson,CHO,"$4,033,748",,,,,,1946229,1,1946229.0
412,Ricky Council IV,PHI,"$1,891,857","$2,221,677","$2,406,205",,,,4113534,3,1371178.0
413,GG Jackson II,MEM,"$1,891,857","$2,221,677","$2,406,205",,,,4113534,3,1371178.0
414,Jalen Pickett,DEN,"$1,891,857","$2,221,677","$2,406,205",,,,4113534,3,1371178.0
415,Hunter Tyson,DEN,"$1,891,857","$2,221,677","$2,406,205",,,,4113534,3,1371178.0
416,Julian Phillips,CHI,"$1,891,857","$2,221,677","$2,406,205",,,,4113534,3,1371178.0
417,Jordan Walsh,BOS,"$1,891,857","$2,221,677","$2,406,205",,,,2091857,3,697285.6666666666
418,Sidy Cissoko,WAS,"$1,891,857",,,,,,1891857,1,1891857.0
419,Toumani Camara,POR,"$1,891,857","$2,221,677","$2,406,205",,,,1891857,3,630619.0
420,Rayan Rupert,POR,"$1,891,857","$2,221,677",,,,,1891857,2,945928.5
421,Leonard Miller,MIN,"$1,891,857","$2,221,677","$2,406,205",,,,1891857,3,630619.0
422,Chris Livingston,MIL,"$1,891,857","$2,221,677","$2,406,205",,,,1891857,3,630619.0
423,Andre Jackson Jr.,MIL,"$1,891,857","$2,221,677","$2,406,205",,,,1891857,3,630619.0
424,Gui Santos,GSW,"$1,891,857","$2,221,677",,,,,1891857,2,945928.5
425,Trayce Jackson-Davis,GSW,"$1,891,857","$2,221,677","$2,406,205",,,,1891857,3,630619.0
426,Craig Porter Jr.,CLE,"$1,891,857","$2,221,677","$2,406,205",,,,1891857,3,630619.0
427,Jalen Wilson,BRK,"$1,891,857","$2,221,677",,,,,1891857,2,945928.5
428,Maxwell Lewis,BRK,"$1,891,857","$2,221,677","$2,406,205",,,,1891857,3,630619.0
429,Mouhamed Gueye,ATL,"$1,891,857","$2,221,677","$2,406,205",,,,1891857,3,630619.0
430,Jonathan Mogbo,TOR,"$1,862,265","$1,955,377","$2,296,271",,,,3817642,3,1272547.3333333333
431,Jamal Shead,TOR,"$1,862,265","$1,955,377","$2,296,271",,,,3817642,3,1272547.3333333333
432,Johnny Furphy,IND,"$1,850,842","$1,955,377","$2,296,271","$2,486,995",,,6102490,4,1525622.5
433,Pacome Dadiet,NYK,"$1,808,080","$2,847,600","$2,983,680","$5,373,608",,,4655680,4,1163920.0
434,Javonte Green,NOP,"$1,728,488",,,,,,1728488,1,1728488.0
435,Jae Crowder,SAC,"$1,655,619",,,,,,1655619,1,1655619.0
436,Paul Reed,DET,"$3,913,234",,,,,,3913234,1,3913234.0
437,Karlo Matković,NOP,"$1,407,153","$1,955,377","$2,296,271",,,,3362530,3,1120843.3333333333
438,Landry Shamet,NYK,"$1,343,690",,,,,,1343690,1,1343690.0
439,Eric Bledsoe,POR,"$1,300,000",,,,,,1300000,1,1300000.0
440,Bobi Klintman,DET,"$1,257,153","$1,955,377","$2,296,271","$2,486,995",,,3212530,4,803132.5
441,Tyler Smith,MIL,"$1,157,153","$1,955,377","$2,296,271","$2,486,995",,,5408801,4,1352200.25
442,Oso Ighodaro,PHO,"$1,157,153","$1,955,377","$2,296,271","$2,486,995",,,3112530,4,778132.5
443,Jaylen Wells,MEM,"$1,157,153","$1,955,377","$2,296,271","$2,486,995",,,3112530,4,778132.5
444,Bronny James,LAL,"$1,157,153","$1,955,377","$2,296,271","$2,486,995",,,3112530,4,778132.5
445,Cam Christie,LAC,"$1,157,153","$1,955,377","$2,296,271","$2,486,995",,,3112530,4,778132.5
446,Adem Bona,PHI,"$1,157,153","$1,955,377","$2,296,271","$2,486,995",,,1157153,4,289288.25
447,Antonio Reeves,NOP,"$1,157,153","$1,955,377","$2,296,271",,,,1157153,3,385717.6666666667
448,Pelle Larsson,MIA,"$1,157,153","$1,955,377","$2,296,271",,,,1157153,3,385717.6666666667
449,Bruno Fernando,TOR,"$1,115,128",,,,,,1115128,1,1115128.0
450,Ariel Hukporti,NYK,"$1,064,049","$1,955,377",,,,,1064049,2,532024.5
451,PJ Dozier,MIN,"$1,051,255",,,,,,1051255,1,1051255.0
452,Jamison Battle,TOR,"$1,000,000","$1,955,377","$2,296,271",,,,1000000,3,333333.3333333333
453,Kevin Porter Jr.,OKC,"$3,237,691","$2,546,675",,,,,1000000,2,500000.0
454,Joshua Primo,LAC,"$1,000,000",,,,,,1000000,1,1000000.0
455,Orlando Robinson,SAC,"$1,199,723",,,,,,959779,1,959779.0
456,Moussa Diabaté,CHO,"$957,763","$2,270,735","$2,461,462",,,,957763,3,319254.3333333333
457,Torrey Craig,BOS,"$3,625,162",,,,,,779820,1,779820.0
458,Ben Simmons,LAC,"$40,011,909",,,,,,755826,1,755826.0
459,Jared Butler,PHI,"$745,726","$2,349,578",,,,,745726,2,372863.0
460,Alex Len,LAL,"$2,831,348",,,,,,743829,1,743829.0
461,Markelle Fultz,SAC,"$731,831",,,,,,731831,1,731831.0
462,Keshad Johnson,MIA,"$724,883","$1,955,377",,,,,724883,2,362441.5
463,E.J. Liddell,PHO,"$706,898","$706,898","$706,898",,,,2120694,3,706898.0
464,Nik Stauskas,IND,"$702,310",,,,,,702310,1,702310.0
465,Matt Ryan,NYK,"$621,439",,,,,,621439,1,621439.0
466,Ryan Rollins,WAS,"$600,000",,,,,,600000,1,600000.0
467,Juwan Morgan,IND,"$576,229",,,,,,576229,1,576229.0
468,Malik Fitts,IND,"$555,216",,,,,,555216,1,555216.0
469,Mamadi Diakite,MEM,"$464,050","$464,050","$464,050",,,,1392150,3,464050.0
470,Quinten Post,GSW,"$438,920","$1,955,377",,,,,438920,2,219460.0
471,Justin Edwards,PHI,"$425,619","$1,955,377",,,,,425619,2,212809.5
472,Ricky Rubio,CLE,"$424,672","$424,672","$424,672",,,,1274016,3,424672.0
473,Branden Carlson,OKC,"$496,519",,,,,,496519,1,496519.0
474,Moses Brown,IND,"$306,660",,,,,,306660,1,306660.0
475,Jaylen Nowell,NOP,"$446,743",,,,,,278782,1,278782.0
476,Elfrid Payton,NOP,"$514,753",,,,,,274809,1,274809.0
477,Didi Louzada,POR,"$268,032","$268,032","$268,032","$268,032","$268,032",,1340160,5,268032.0
478,AJ Griffin,HOU,"$250,000",,,,,,250000,1,250000.0
479,Jaylen Nowell,WAS,"$446,743",,,,,,167961,1,167961.0
480,Bismack Biyombo,SAS,"$143,967",,,,,,287934,1,287934.0
481,Bismack Biyombo,SAS,"$143,967",,,,,,287934,1,287934.0
482,Malevy Leons,OKC,"$126,356",,,,,,126356,1,126356.0
483,Orlando Robinson,TOR,"$1,199,723",,,,,,239944,1,239944.0
484,Orlando Robinson,TOR,"$1,199,723",,,,,,239944,1,239944.0
485,Elfrid Payton,CHO,"$514,753",,,,,,239944,1,239944.0
486,Elfrid Payton,CHO,"$514,753",,,,,,239944,1,239944.0
487,Eugene Omoruyi,TOR,"$119,972",,,,,,119972,1,119972.0
488,Daishen Nix,SAC,"$119,972",,,,,,119972,1,119972.0
489,David Roddy,PHI,"$2,967,212",,,,,,119972,1,119972.0
490,Chuma Okeke,PHI,"$119,972",,,,,,119972,1,119972.0
491,Jahlil Okafor,IND,"$119,972",,,,,,119972,1,119972.0
492,Javon Freeman-Liberty,TOR,"$100,000",,,,,,100000,1,100000.0
493,Erik Stevenson,WAS,"$66,503",,,,,,66503,1,66503.0
494,Branden Carlson,OKC,"$496,519",,,,,,496519,1,496519.0
495,Branden Carlson,OKC,"$496,519",,,,,,496519,1,496519.0
496,Javante McCoy,DET,"$47,265",,,,,,47265,1,47265.0
